Distribution Date,Site ID,Partner,Product Category,Product Size,Qty,Households,Children
2026-01-05,SITE_021,Partner Site 21,diaper,7,25,1.0,1.0
2026-01-05,SITE_021,Partner Site 21,wipes,one_size,300,,
2026-01-05,SITE_021,Partner Site 21,adult_incontinence,S,11,,
2026-01-05,SITE_021,Partner Site 21,adult_incontinence,M,41,,
2026-01-05,SITE_021,Partner Site 21,adult_incontinence,L,29,,
2026-01-05,SITE_021,Partner Site 21,adult_incontinence,XL,10,,
2026-01-12,SITE_021,Partner Site 21,diaper,N,22,1.0,1.0
2026-01-12,SITE_021,Partner Site 21,diaper,1,60,1.0,2.0
2026-01-12,SITE_021,Partner Site 21,diaper,2,96,1.0,2.0
2026-01-12,SITE_021,Partner Site 21,diaper,3,148,3.0,3.0
2026-01-12,SITE_021,Partner Site 21,diaper,4,170,4.0,4.0
2026-01-12,SITE_021,Partner Site 21,diaper,5,194,3.0,4.0
2026-01-12,SITE_021,Partner Site 21,diaper,6,80,2.0,2.0
2026-01-12,SITE_021,Partner Site 21,diaper,7,27,1.0,1.0
2026-01-12,SITE_021,Partner Site 21,wipes,one_size,363,,
2026-01-12,SITE_021,Partner Site 21,adult_incontinence,S,13,,
2026-01-12,SITE_021,Partner Site 21,adult_incontinence,M,27,,
2026-01-12,SITE_021,Partner Site 21,adult_incontinence,L,26,,
2026-01-12,SITE_021,Partner Site 21,adult_incontinence,XL,13,,
2026-01-19,SITE_021,Partner Site 21,diaper,N,22,1.0,1.0
2026-01-19,SITE_021,Partner Site 21,diaper,1,58,1.0,1.0
2026-01-19,SITE_021,Partner Site 21,diaper,2,102,2.0,3.0
2026-01-19,SITE_021,Partner Site 21,diaper,3,131,2.0,3.0
2026-01-19,SITE_021,Partner Site 21,diaper,4,188,3.0,4.0
2026-01-19,SITE_021,Partner Site 21,diaper,5,173,3.0,5.0
2026-01-19,SITE_021,Partner Site 21,diaper,6,83,2.0,2.0
2026-01-19,SITE_021,Partner Site 21,diaper,7,29,1.0,1.0
2026-01-19,SITE_021,Partner Site 21,wipes,one_size,286,,
2026-01-19,SITE_021,Partner Site 21,adult_incontinence,S,13,,
2026-01-19,SITE_021,Partner Site 21,adult_incontinence,M,39,,
2026-01-19,SITE_021,Partner Site 21,adult_incontinence,L,30,,
2026-01-19,SITE_021,Partner Site 21,adult_incontinence,XL,10,,
2026-01-26,SITE_021,Partner Site 21,diaper,N,16,1.0,1.0
2026-01-26,SITE_021,Partner Site 21,diaper,1,58,1.0,1.0
2026-01-26,SITE_021,Partner Site 21,diaper,2,80,2.0,2.0
2026-01-26,SITE_021,Partner Site 21,diaper,3,107,1.0,2.0
2026-01-26,SITE_021,Partner Site 21,diaper,4,151,2.0,3.0
2026-01-26,SITE_021,Partner Site 21,diaper,5,145,3.0,4.0
2026-01-26,SITE_021,Partner Site 21,diaper,6,71,2.0,2.0
2026-01-26,SITE_021,Partner Site 21,diaper,7,19,1.0,1.0
2026-01-26,SITE_021,Partner Site 21,wipes,one_size,325,,
2026-01-26,SITE_021,Partner Site 21,adult_incontinence,S,16,,
2026-01-26,SITE_021,Partner Site 21,adult_incontinence,M,33,,
2026-01-26,SITE_021,Partner Site 21,adult_incontinence,L,24,,
2026-01-26,SITE_021,Partner Site 21,adult_incontinence,XL,15,,
2026-02-02,SITE_021,Partner Site 21,diaper,N,18,1.0,1.0
2026-02-02,SITE_021,Partner Site 21,diaper,1,53,1.0,1.0
2026-02-02,SITE_021,Partner Site 21,diaper,2,64,1.0,1.0
2026-02-02,SITE_021,Partner Site 21,diaper,3,123,2.0,3.0
2026-02-02,SITE_021,Partner Site 21,diaper,4,157,3.0,4.0
2026-02-02,SITE_021,Partner Site 21,diaper,5,158,3.0,3.0
2026-02-02,SITE_021,Partner Site 21,diaper,6,65,1.0,1.0
2026-02-02,SITE_021,Partner Site 21,diaper,7,14,1.0,1.0
2026-02-02,SITE_021,Partner Site 21,wipes,one_size,278,,
2026-02-09,SITE_021,Partner Site 21,diaper,N,15,1.0,1.0
2026-02-09,SITE_021,Partner Site 21,diaper,1,54,1.0,1.0
2026-02-09,SITE_021,Partner Site 21,diaper,2,90,2.0,2.0
2026-02-09,SITE_021,Partner Site 21,diaper,3,120,2.0,3.0
2026-02-09,SITE_021,Partner Site 21,diaper,4,156,3.0,3.0
2026-02-09,SITE_021,Partner Site 21,diaper,5,147,3.0,4.0
2026-02-09,SITE_021,Partner Site 21,diaper,6,62,1.0,2.0
2026-02-09,SITE_021,Partner Site 21,diaper,7,18,1.0,1.0
2026-02-09,SITE_021,Partner Site 21,wipes,one_size,414,,
2026-02-16,SITE_021,Partner Site 21,diaper,N,18,1.0,1.0
2026-02-16,SITE_021,Partner Site 21,diaper,1,66,1.0,2.0
2026-02-16,SITE_021,Partner Site 21,diaper,2,72,1.0,1.0
2026-02-16,SITE_021,Partner Site 21,diaper,3,106,3.0,3.0
2026-02-16,SITE_021,Partner Site 21,diaper,4,133,2.0,3.0
2026-02-16,SITE_021,Partner Site 21,diaper,5,124,2.0,3.0
2026-02-16,SITE_021,Partner Site 21,diaper,6,58,1.0,1.0
2026-02-16,SITE_021,Partner Site 21,diaper,7,19,1.0,1.0
2026-02-16,SITE_021,Partner Site 21,wipes,one_size,317,,
2026-02-16,SITE_021,Partner Site 21,adult_incontinence,S,19,,
2026-02-16,SITE_021,Partner Site 21,adult_incontinence,M,48,,
2026-02-16,SITE_021,Partner Site 21,adult_incontinence,L,37,,
2026-02-16,SITE_021,Partner Site 21,adult_incontinence,XL,15,,
2026-02-23,SITE_021,Partner Site 21,diaper,N,15,1.0,1.0
2026-02-23,SITE_021,Partner Site 21,diaper,1,54,1.0,1.0
2026-02-23,SITE_021,Partner Site 21,diaper,2,70,1.0,1.0
2026-02-23,SITE_021,Partner Site 21,diaper,3,112,1.0,2.0
2026-02-23,SITE_021,Partner Site 21,diaper,4,163,3.0,4.0
2026-02-23,SITE_021,Partner Site 21,diaper,5,132,2.0,2.0
2026-02-23,SITE_021,Partner Site 21,diaper,6,60,1.0,1.0
2026-02-23,SITE_021,Partner Site 21,diaper,7,24,1.0,1.0
2026-02-23,SITE_021,Partner Site 21,wipes,one_size,364,,
2026-02-23,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-02-23,SITE_021,Partner Site 21,adult_incontinence,M,43,,
2026-02-23,SITE_021,Partner Site 21,adult_incontinence,L,30,,
2026-02-23,SITE_021,Partner Site 21,adult_incontinence,XL,11,,
2026-03-02,SITE_021,Partner Site 21,diaper,N,20,1.0,1.0
2026-03-02,SITE_021,Partner Site 21,diaper,1,56,1.0,1.0
2026-03-02,SITE_021,Partner Site 21,diaper,2,71,2.0,2.0
2026-03-02,SITE_021,Partner Site 21,diaper,3,120,2.0,2.0
2026-03-02,SITE_021,Partner Site 21,diaper,4,171,3.0,4.0
2026-03-02,SITE_021,Partner Site 21,diaper,5,132,3.0,3.0
2026-03-02,SITE_021,Partner Site 21,diaper,6,48,1.0,1.0
2026-03-02,SITE_021,Partner Site 21,diaper,7,17,1.0,1.0
2026-03-02,SITE_021,Partner Site 21,wipes,one_size,319,,
2026-03-02,SITE_021,Partner Site 21,adult_incontinence,S,14,,
2026-03-02,SITE_021,Partner Site 21,adult_incontinence,M,17,,
2026-03-02,SITE_021,Partner Site 21,adult_incontinence,L,28,,
2026-03-02,SITE_021,Partner Site 21,adult_incontinence,XL,11,,
2026-03-09,SITE_021,Partner Site 21,diaper,N,19,1.0,1.0
2026-03-09,SITE_021,Partner Site 21,diaper,1,63,1.0,2.0
2026-03-09,SITE_021,Partner Site 21,diaper,2,97,2.0,2.0
2026-03-09,SITE_021,Partner Site 21,diaper,3,120,3.0,3.0
2026-03-09,SITE_021,Partner Site 21,diaper,4,165,3.0,4.0
2026-03-09,SITE_021,Partner Site 21,diaper,5,174,2.0,3.0
2026-03-09,SITE_021,Partner Site 21,diaper,6,66,2.0,2.0
2026-03-09,SITE_021,Partner Site 21,diaper,7,26,1.0,1.0
2026-03-09,SITE_021,Partner Site 21,wipes,one_size,340,,
2026-03-09,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-03-09,SITE_021,Partner Site 21,adult_incontinence,M,23,,
2026-03-09,SITE_021,Partner Site 21,adult_incontinence,L,13,,
2026-03-09,SITE_021,Partner Site 21,adult_incontinence,XL,7,,
2026-03-16,SITE_021,Partner Site 21,diaper,N,24,1.0,1.0
2026-03-16,SITE_021,Partner Site 21,diaper,1,59,1.0,1.0
2026-03-16,SITE_021,Partner Site 21,diaper,2,76,2.0,2.0
2026-03-16,SITE_021,Partner Site 21,diaper,3,155,3.0,4.0
2026-03-16,SITE_021,Partner Site 21,diaper,4,172,3.0,4.0
2026-03-16,SITE_021,Partner Site 21,diaper,5,192,4.0,5.0
2026-03-16,SITE_021,Partner Site 21,diaper,6,75,1.0,2.0
2026-03-16,SITE_021,Partner Site 21,diaper,7,15,1.0,1.0
2026-03-16,SITE_021,Partner Site 21,wipes,one_size,418,,
2026-03-16,SITE_021,Partner Site 21,adult_incontinence,S,11,,
2026-03-16,SITE_021,Partner Site 21,adult_incontinence,M,24,,
2026-03-16,SITE_021,Partner Site 21,adult_incontinence,L,21,,
2026-03-16,SITE_021,Partner Site 21,adult_incontinence,XL,3,,
2026-03-23,SITE_021,Partner Site 21,diaper,N,13,1.0,1.0
2026-03-23,SITE_021,Partner Site 21,diaper,1,45,1.0,1.0
2026-03-23,SITE_021,Partner Site 21,diaper,2,69,2.0,2.0
2026-03-23,SITE_021,Partner Site 21,diaper,3,95,2.0,2.0
2026-03-23,SITE_021,Partner Site 21,diaper,4,157,3.0,4.0
2026-03-23,SITE_021,Partner Site 21,diaper,5,133,2.0,3.0
2026-03-23,SITE_021,Partner Site 21,diaper,6,70,1.0,2.0
2026-03-23,SITE_021,Partner Site 21,diaper,7,20,1.0,1.0
2026-03-23,SITE_021,Partner Site 21,wipes,one_size,323,,
2026-03-23,SITE_021,Partner Site 21,adult_incontinence,S,11,,
2026-03-23,SITE_021,Partner Site 21,adult_incontinence,M,35,,
2026-03-23,SITE_021,Partner Site 21,adult_incontinence,L,34,,
2026-03-23,SITE_021,Partner Site 21,adult_incontinence,XL,6,,
2026-03-30,SITE_021,Partner Site 21,diaper,N,20,1.0,1.0
2026-03-30,SITE_021,Partner Site 21,diaper,1,54,1.0,1.0
2026-03-30,SITE_021,Partner Site 21,diaper,2,89,2.0,2.0
2026-03-30,SITE_021,Partner Site 21,diaper,3,135,2.0,3.0
2026-03-30,SITE_021,Partner Site 21,diaper,4,172,4.0,5.0
2026-03-30,SITE_021,Partner Site 21,diaper,5,172,2.0,3.0
2026-03-30,SITE_021,Partner Site 21,diaper,6,61,1.0,1.0
2026-03-30,SITE_021,Partner Site 21,diaper,7,17,1.0,1.0
2026-03-30,SITE_021,Partner Site 21,wipes,one_size,330,,
2026-03-30,SITE_021,Partner Site 21,adult_incontinence,S,20,,
2026-03-30,SITE_021,Partner Site 21,adult_incontinence,M,32,,
2026-03-30,SITE_021,Partner Site 21,adult_incontinence,L,27,,
2026-03-30,SITE_021,Partner Site 21,adult_incontinence,XL,7,,
2026-04-06,SITE_021,Partner Site 21,diaper,N,21,1.0,1.0
2026-04-06,SITE_021,Partner Site 21,diaper,1,55,2.0,2.0
2026-04-06,SITE_021,Partner Site 21,diaper,2,89,2.0,2.0
2026-04-06,SITE_021,Partner Site 21,diaper,3,127,2.0,3.0
2026-04-06,SITE_021,Partner Site 21,diaper,4,167,3.0,4.0
2026-04-06,SITE_021,Partner Site 21,diaper,5,141,2.0,3.0
2026-04-06,SITE_021,Partner Site 21,diaper,6,87,1.0,2.0
2026-04-06,SITE_021,Partner Site 21,diaper,7,23,1.0,1.0
2026-04-06,SITE_021,Partner Site 21,wipes,one_size,318,,
2026-04-13,SITE_021,Partner Site 21,diaper,N,15,1.0,1.0
2026-04-13,SITE_021,Partner Site 21,diaper,1,36,1.0,1.0
2026-04-13,SITE_021,Partner Site 21,diaper,2,66,2.0,2.0
2026-04-13,SITE_021,Partner Site 21,diaper,3,89,1.0,2.0
2026-04-13,SITE_021,Partner Site 21,diaper,4,147,3.0,4.0
2026-04-13,SITE_021,Partner Site 21,diaper,5,118,1.0,2.0
2026-04-13,SITE_021,Partner Site 21,diaper,6,47,1.0,1.0
2026-04-13,SITE_021,Partner Site 21,diaper,7,19,1.0,1.0
2026-04-13,SITE_021,Partner Site 21,wipes,one_size,372,,
2026-04-20,SITE_021,Partner Site 21,diaper,N,21,1.0,1.0
2026-04-20,SITE_021,Partner Site 21,diaper,1,53,1.0,1.0
2026-04-20,SITE_021,Partner Site 21,diaper,2,89,1.0,2.0
2026-04-20,SITE_021,Partner Site 21,diaper,3,127,2.0,3.0
2026-04-20,SITE_021,Partner Site 21,diaper,4,179,3.0,4.0
2026-04-20,SITE_021,Partner Site 21,diaper,5,195,3.0,4.0
2026-04-20,SITE_021,Partner Site 21,diaper,6,76,1.0,1.0
2026-04-20,SITE_021,Partner Site 21,diaper,7,30,1.0,1.0
2026-04-20,SITE_021,Partner Site 21,wipes,one_size,378,,
2026-04-20,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-04-20,SITE_021,Partner Site 21,adult_incontinence,M,32,,
2026-04-20,SITE_021,Partner Site 21,adult_incontinence,L,19,,
2026-04-20,SITE_021,Partner Site 21,adult_incontinence,XL,13,,
2026-04-27,SITE_021,Partner Site 21,diaper,N,8,1.0,1.0
2026-04-27,SITE_021,Partner Site 21,diaper,1,51,1.0,1.0
2026-04-27,SITE_021,Partner Site 21,diaper,2,69,1.0,1.0
2026-04-27,SITE_021,Partner Site 21,diaper,3,93,1.0,2.0
2026-04-27,SITE_021,Partner Site 21,diaper,4,140,3.0,4.0
2026-04-27,SITE_021,Partner Site 21,diaper,5,117,2.0,2.0
2026-04-27,SITE_021,Partner Site 21,diaper,6,46,1.0,1.0
2026-04-27,SITE_021,Partner Site 21,diaper,7,14,1.0,1.0
2026-04-27,SITE_021,Partner Site 21,wipes,one_size,438,,
2026-04-27,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-04-27,SITE_021,Partner Site 21,adult_incontinence,M,26,,
2026-04-27,SITE_021,Partner Site 21,adult_incontinence,L,27,,
2026-04-27,SITE_021,Partner Site 21,adult_incontinence,XL,7,,
2026-05-04,SITE_021,Partner Site 21,diaper,N,19,1.0,1.0
2026-05-04,SITE_021,Partner Site 21,diaper,1,44,1.0,1.0
2026-05-04,SITE_021,Partner Site 21,diaper,2,76,2.0,2.0
2026-05-04,SITE_021,Partner Site 21,diaper,3,89,2.0,2.0
2026-05-04,SITE_021,Partner Site 21,diaper,4,160,3.0,4.0
2026-05-04,SITE_021,Partner Site 21,diaper,5,144,3.0,3.0
2026-05-04,SITE_021,Partner Site 21,diaper,6,52,1.0,1.0
2026-05-04,SITE_021,Partner Site 21,diaper,7,15,1.0,1.0
2026-05-04,SITE_021,Partner Site 21,wipes,one_size,298,,
2026-05-11,SITE_021,Partner Site 21,diaper,N,16,1.0,1.0
2026-05-11,SITE_021,Partner Site 21,diaper,1,48,1.0,1.0
2026-05-11,SITE_021,Partner Site 21,diaper,2,81,1.0,2.0
2026-05-11,SITE_021,Partner Site 21,diaper,3,89,2.0,2.0
2026-05-11,SITE_021,Partner Site 21,diaper,4,153,3.0,3.0
2026-05-11,SITE_021,Partner Site 21,diaper,5,133,2.0,3.0
2026-05-11,SITE_021,Partner Site 21,diaper,6,52,1.0,1.0
2026-05-11,SITE_021,Partner Site 21,diaper,7,14,1.0,1.0
2026-05-11,SITE_021,Partner Site 21,wipes,one_size,277,,
2026-05-11,SITE_021,Partner Site 21,adult_incontinence,S,15,,
2026-05-11,SITE_021,Partner Site 21,adult_incontinence,M,31,,
2026-05-11,SITE_021,Partner Site 21,adult_incontinence,L,31,,
2026-05-11,SITE_021,Partner Site 21,adult_incontinence,XL,15,,
2026-05-18,SITE_021,Partner Site 21,diaper,N,23,1.0,1.0
2026-05-18,SITE_021,Partner Site 21,diaper,1,57,1.0,1.0
2026-05-18,SITE_021,Partner Site 21,diaper,2,85,2.0,2.0
2026-05-18,SITE_021,Partner Site 21,diaper,3,113,2.0,3.0
2026-05-18,SITE_021,Partner Site 21,diaper,4,179,3.0,4.0
2026-05-18,SITE_021,Partner Site 21,diaper,5,171,3.0,3.0
2026-05-18,SITE_021,Partner Site 21,diaper,6,57,1.0,1.0
2026-05-18,SITE_021,Partner Site 21,diaper,7,17,1.0,1.0
2026-05-18,SITE_021,Partner Site 21,wipes,one_size,353,,
2026-05-25,SITE_021,Partner Site 21,diaper,N,20,1.0,1.0
2026-05-25,SITE_021,Partner Site 21,diaper,1,65,2.0,2.0
2026-05-25,SITE_021,Partner Site 21,diaper,2,77,2.0,2.0
2026-05-25,SITE_021,Partner Site 21,diaper,3,133,1.0,2.0
2026-05-25,SITE_021,Partner Site 21,diaper,4,181,4.0,5.0
2026-05-25,SITE_021,Partner Site 21,diaper,5,169,2.0,3.0
2026-05-25,SITE_021,Partner Site 21,diaper,6,73,2.0,2.0
2026-05-25,SITE_021,Partner Site 21,diaper,7,19,1.0,1.0
2026-05-25,SITE_021,Partner Site 21,wipes,one_size,307,,
2026-05-25,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-05-25,SITE_021,Partner Site 21,adult_incontinence,M,21,,
2026-05-25,SITE_021,Partner Site 21,adult_incontinence,L,19,,
2026-05-25,SITE_021,Partner Site 21,adult_incontinence,XL,14,,
2026-06-01,SITE_021,Partner Site 21,diaper,N,15,1.0,1.0
2026-06-01,SITE_021,Partner Site 21,diaper,1,49,1.0,1.0
2026-06-01,SITE_021,Partner Site 21,diaper,2,70,1.0,2.0
2026-06-01,SITE_021,Partner Site 21,diaper,3,98,2.0,2.0
2026-06-01,SITE_021,Partner Site 21,diaper,4,153,2.0,3.0
2026-06-01,SITE_021,Partner Site 21,diaper,5,116,2.0,2.0
2026-06-01,SITE_021,Partner Site 21,diaper,6,56,1.0,1.0
2026-06-01,SITE_021,Partner Site 21,diaper,7,20,1.0,1.0
2026-06-01,SITE_021,Partner Site 21,wipes,one_size,397,,
2026-06-01,SITE_021,Partner Site 21,adult_incontinence,S,4,,
2026-06-01,SITE_021,Partner Site 21,adult_incontinence,M,15,,
2026-06-01,SITE_021,Partner Site 21,adult_incontinence,L,14,,
2026-06-01,SITE_021,Partner Site 21,adult_incontinence,XL,5,,
2026-06-08,SITE_021,Partner Site 21,diaper,N,34,1.0,1.0
2026-06-08,SITE_021,Partner Site 21,diaper,1,70,1.0,1.0
2026-06-08,SITE_021,Partner Site 21,diaper,2,92,2.0,2.0
2026-06-08,SITE_021,Partner Site 21,diaper,3,118,2.0,3.0
2026-06-08,SITE_021,Partner Site 21,diaper,4,201,3.0,4.0
2026-06-08,SITE_021,Partner Site 21,diaper,5,161,3.0,4.0
2026-06-08,SITE_021,Partner Site 21,diaper,6,67,1.0,1.0
2026-06-08,SITE_021,Partner Site 21,diaper,7,21,1.0,1.0
2026-06-08,SITE_021,Partner Site 21,wipes,one_size,373,,
2026-06-08,SITE_021,Partner Site 21,adult_incontinence,S,19,,
2026-06-08,SITE_021,Partner Site 21,adult_incontinence,M,46,,
2026-06-08,SITE_021,Partner Site 21,adult_incontinence,L,22,,
2026-06-08,SITE_021,Partner Site 21,adult_incontinence,XL,15,,
2026-06-15,SITE_021,Partner Site 21,diaper,N,13,1.0,1.0
2026-06-15,SITE_021,Partner Site 21,diaper,1,45,1.0,1.0
2026-06-15,SITE_021,Partner Site 21,diaper,2,78,2.0,2.0
2026-06-15,SITE_021,Partner Site 21,diaper,3,108,3.0,3.0
2026-06-15,SITE_021,Partner Site 21,diaper,4,131,3.0,4.0
2026-06-15,SITE_021,Partner Site 21,diaper,5,127,2.0,2.0
2026-06-15,SITE_021,Partner Site 21,diaper,6,59,1.0,1.0
2026-06-15,SITE_021,Partner Site 21,diaper,7,23,1.0,1.0
2026-06-15,SITE_021,Partner Site 21,wipes,one_size,423,,
2026-06-15,SITE_021,Partner Site 21,adult_incontinence,S,16,,
2026-06-15,SITE_021,Partner Site 21,adult_incontinence,M,26,,
2026-06-15,SITE_021,Partner Site 21,adult_incontinence,L,31,,
2026-06-15,SITE_021,Partner Site 21,adult_incontinence,XL,14,,
2026-06-22,SITE_021,Partner Site 21,diaper,N,22,1.0,1.0
2026-06-22,SITE_021,Partner Site 21,diaper,1,36,1.0,1.0
2026-06-22,SITE_021,Partner Site 21,diaper,2,75,1.0,2.0
2026-06-22,SITE_021,Partner Site 21,diaper,3,109,2.0,2.0
2026-06-22,SITE_021,Partner Site 21,diaper,4,143,2.0,3.0
2026-06-22,SITE_021,Partner Site 21,diaper,5,141,2.0,3.0
2026-06-22,SITE_021,Partner Site 21,diaper,6,58,1.0,1.0
2026-06-22,SITE_021,Partner Site 21,diaper,7,23,1.0,1.0
2026-06-22,SITE_021,Partner Site 21,wipes,one_size,259,,
2026-06-22,SITE_021,Partner Site 21,adult_incontinence,S,1,,
2026-06-22,SITE_021,Partner Site 21,adult_incontinence,M,23,,
2026-06-22,SITE_021,Partner Site 21,adult_incontinence,L,24,,
2026-06-22,SITE_021,Partner Site 21,adult_incontinence,XL,8,,
2026-06-29,SITE_021,Partner Site 21,diaper,N,14,1.0,1.0
2026-06-29,SITE_021,Partner Site 21,diaper,1,37,1.0,1.0
2026-06-29,SITE_021,Partner Site 21,diaper,2,60,1.0,1.0
2026-06-29,SITE_021,Partner Site 21,diaper,3,80,2.0,2.0
2026-06-29,SITE_021,Partner Site 21,diaper,4,123,2.0,3.0
2026-06-29,SITE_021,Partner Site 21,diaper,5,127,3.0,3.0
2026-06-29,SITE_021,Partner Site 21,diaper,6,59,1.0,1.0
2026-06-29,SITE_021,Partner Site 21,diaper,7,14,1.0,1.0
2026-06-29,SITE_021,Partner Site 21,adult_incontinence,S,13,,
2026-06-29,SITE_021,Partner Site 21,adult_incontinence,M,34,,
2026-06-29,SITE_021,Partner Site 21,adult_incontinence,L,28,,
2026-06-29,SITE_021,Partner Site 21,adult_incontinence,XL,9,,
2026-07-06,SITE_021,Partner Site 21,diaper,N,14,1.0,1.0
2026-07-06,SITE_021,Partner Site 21,diaper,1,32,1.0,1.0
2026-07-06,SITE_021,Partner Site 21,diaper,2,76,2.0,2.0
2026-07-06,SITE_021,Partner Site 21,diaper,3,82,2.0,2.0
2026-07-06,SITE_021,Partner Site 21,diaper,4,148,3.0,4.0
2026-07-06,SITE_021,Partner Site 21,diaper,5,158,3.0,4.0
2026-07-06,SITE_021,Partner Site 21,diaper,6,63,1.0,1.0
2026-07-06,SITE_021,Partner Site 21,diaper,7,18,1.0,1.0
2026-07-06,SITE_021,Partner Site 21,wipes,one_size,344,,
2026-07-06,SITE_021,Partner Site 21,adult_incontinence,S,7,,
2026-07-06,SITE_021,Partner Site 21,adult_incontinence,M,18,,
2026-07-06,SITE_021,Partner Site 21,adult_incontinence,L,31,,
2026-07-06,SITE_021,Partner Site 21,adult_incontinence,XL,12,,
2026-07-13,SITE_021,Partner Site 21,diaper,N,16,1.0,1.0
2026-07-13,SITE_021,Partner Site 21,diaper,1,41,1.0,1.0
2026-07-13,SITE_021,Partner Site 21,diaper,2,67,1.0,1.0
2026-07-13,SITE_021,Partner Site 21,diaper,3,88,2.0,2.0
2026-07-13,SITE_021,Partner Site 21,diaper,4,147,3.0,4.0
2026-07-13,SITE_021,Partner Site 21,diaper,5,121,2.0,3.0
2026-07-13,SITE_021,Partner Site 21,diaper,6,53,1.0,1.0
2026-07-13,SITE_021,Partner Site 21,diaper,7,22,1.0,1.0
2026-07-13,SITE_021,Partner Site 21,wipes,one_size,275,,
2026-07-20,SITE_021,Partner Site 21,diaper,N,11,1.0,1.0
2026-07-20,SITE_021,Partner Site 21,diaper,1,44,1.0,1.0
2026-07-20,SITE_021,Partner Site 21,diaper,2,82,2.0,2.0
2026-07-20,SITE_021,Partner Site 21,diaper,3,125,2.0,3.0
2026-07-20,SITE_021,Partner Site 21,diaper,4,149,3.0,4.0
2026-07-20,SITE_021,Partner Site 21,diaper,5,153,2.0,3.0
2026-07-20,SITE_021,Partner Site 21,diaper,6,65,1.0,1.0
2026-07-20,SITE_021,Partner Site 21,diaper,7,22,1.0,1.0
2026-07-20,SITE_021,Partner Site 21,wipes,one_size,275,,
2026-07-20,SITE_021,Partner Site 21,adult_incontinence,S,12,,
2026-07-20,SITE_021,Partner Site 21,adult_incontinence,M,33,,
2026-07-20,SITE_021,Partner Site 21,adult_incontinence,L,20,,
2026-07-20,SITE_021,Partner Site 21,adult_incontinence,XL,8,,
2026-07-27,SITE_021,Partner Site 21,diaper,N,24,1.0,1.0
2026-07-27,SITE_021,Partner Site 21,diaper,1,56,1.0,1.0
2026-07-27,SITE_021,Partner Site 21,diaper,2,86,2.0,2.0
2026-07-27,SITE_021,Partner Site 21,diaper,3,137,3.0,4.0
2026-07-27,SITE_021,Partner Site 21,diaper,4,140,2.0,3.0
2026-07-27,SITE_021,Partner Site 21,diaper,5,154,2.0,3.0
2026-07-27,SITE_021,Partner Site 21,diaper,6,55,1.0,1.0
2026-07-27,SITE_021,Partner Site 21,diaper,7,20,1.0,1.0
2026-07-27,SITE_021,Partner Site 21,adult_incontinence,S,12,,
2026-07-27,SITE_021,Partner Site 21,adult_incontinence,M,30,,
2026-07-27,SITE_021,Partner Site 21,adult_incontinence,L,18,,
2026-07-27,SITE_021,Partner Site 21,adult_incontinence,XL,11,,
2026-08-03,SITE_021,Partner Site 21,diaper,N,24,1.0,1.0
2026-08-03,SITE_021,Partner Site 21,diaper,1,69,1.0,1.0
2026-08-03,SITE_021,Partner Site 21,diaper,2,68,1.0,1.0
2026-08-03,SITE_021,Partner Site 21,diaper,3,121,2.0,3.0
2026-08-03,SITE_021,Partner Site 21,diaper,4,176,3.0,4.0
2026-08-03,SITE_021,Partner Site 21,diaper,5,171,3.0,4.0
2026-08-03,SITE_021,Partner Site 21,diaper,6,75,2.0,2.0
2026-08-03,SITE_021,Partner Site 21,diaper,7,16,1.0,1.0
2026-08-03,SITE_021,Partner Site 21,wipes,one_size,381,,
2026-08-03,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-08-03,SITE_021,Partner Site 21,adult_incontinence,M,18,,
2026-08-03,SITE_021,Partner Site 21,adult_incontinence,L,31,,
2026-08-03,SITE_021,Partner Site 21,adult_incontinence,XL,9,,
2026-08-10,SITE_021,Partner Site 21,diaper,N,25,1.0,1.0
2026-08-10,SITE_021,Partner Site 21,diaper,1,61,1.0,1.0
2026-08-10,SITE_021,Partner Site 21,diaper,2,74,1.0,2.0
2026-08-10,SITE_021,Partner Site 21,diaper,3,91,1.0,2.0
2026-08-10,SITE_021,Partner Site 21,diaper,4,139,2.0,3.0
2026-08-10,SITE_021,Partner Site 21,diaper,5,129,3.0,3.0
2026-08-10,SITE_021,Partner Site 21,diaper,6,60,1.0,1.0
2026-08-10,SITE_021,Partner Site 21,diaper,7,21,1.0,1.0
2026-08-10,SITE_021,Partner Site 21,wipes,one_size,345,,
2026-08-10,SITE_021,Partner Site 21,adult_incontinence,S,10,,
2026-08-10,SITE_021,Partner Site 21,adult_incontinence,M,30,,
2026-08-10,SITE_021,Partner Site 21,adult_incontinence,L,29,,
2026-08-10,SITE_021,Partner Site 21,adult_incontinence,XL,14,,
2026-08-17,SITE_021,Partner Site 21,diaper,N,25,1.0,1.0
2026-08-17,SITE_021,Partner Site 21,diaper,1,49,1.0,1.0
2026-08-17,SITE_021,Partner Site 21,diaper,2,73,2.0,2.0
2026-08-17,SITE_021,Partner Site 21,diaper,3,114,2.0,2.0
2026-08-17,SITE_021,Partner Site 21,diaper,4,144,2.0,3.0
2026-08-17,SITE_021,Partner Site 21,diaper,5,131,2.0,3.0
